"CNTSCHID" "PV1MATH" "PV1READ" "PV1SCIE" "ESCS" "TMINS" "Region"
"27197" 82650090 457.327 487.281 511.735 -0.4293 1650 82620
"27198" 82650090 416.28 375.766 346.56 NA NA 82620
"27199" 82650090 421.632 437.104 469.293 -1.2326 3000 82620
"27200" 82650090 323.557 314.82 326.437 -0.8109 2100 82620
"27201" 82650090 482.605 596.627 446.624 1.2494 2250 82620
"27202" 82650090 414.278 464.913 400.369 -0.4391 1650 82620
"27203" 82650090 427.574 558.258 492.861 -0.2771 NA 82620
"27204" 82650090 434.952 388.78 347.326 1.1649 1650 82620
"27205" 82650090 406.724 427.45 313.706 0.3309 2400 82620
"27206" 82650090 336.689 400.537 596.357 0.2389 1650 82620
"27207" 82650090 373.983 391.018 423.167 -0.2343 NA 82620
"27208" 82650090 220.515 219.872 72.485 -1.0596 1700 82620
"27209" 82650090 611.261 581.892 551.051 0.9069 1650 82620
"27210" 82650090 435.36 292.986 287.518 0.9324 NA 82620
"27211" 82650090 405.908 408.518 430.884 -1.2745 1500 82620
"27212" 82650090 464.129 465.886 566.283 0.6785 1650 82620
"27213" 82650090 260.721 337.576 406.644 -0.2587 2200 82620
"27214" 82650090 540.514 604.554 587.182 0.4235 1650 82620
"27215" 82650090 411.516 435.917 446.07 -0.5096 NA 82620
"27216" 82650090 469.191 537.145 461.724 -0.5724 1650 82620
"27217" 82650090 560.062 587.576 490.602 -0.0186 1600 82620
"27218" 82650090 581.431 586.152 520.94 1.4497 1815 82620
"27219" 82650090 562.706 546.784 549.957 -0.7221 1650 82620
"27220" 82650090 405.495 485.947 433.4 0.7001 NA 82620
"27221" 82650090 458.475 572.1 401.561 -0.4914 NA 82620
"27222" 82650090 576.271 564.228 509.054 -1.1314 1650 82620
"27223" 82650092 575.512 623.01 585.266 1.2124 1400 82620
"27224" 82650092 512.747 455.079 464.813 1.2719 1540 82620
"27225" 82650092 681.203 621.242 669.446 0.6914 1540 82620
"27226" 82650092 481.43 609.065 488.095 0.7613 1680 82620
"27227" 82650092 453.988 439.275 514.14 0.8099 1870 82620
"27228" 82650092 557.397 625.791 593.74 0.97 1500 82620
"27229" 82650092 497.518 514.476 565.667 0.4326 1680 82620
"27230" 82650092 638.644 574.774 586.585 0.9393 1400 82620
"27231" 82650092 666.103 604.057 645.613 1.4625 1540 82620
"27232" 82650092 481.156 576.004 538.143 1.2731 1540 82620
"27233" 82650092 654.783 632.459 567.169 -0.0085 1400 82620
"27234" 82650092 467.513 535.492 666.352 0.6803 800 82620
"27235" 82650092 588.715 524.168 498.593 0.8947 1540 82620
"27236" 82650092 469.201 405.873 352.835 0.952 NA 82620
"27237" 82650092 621.429 538.54 523.179 0.2768 1680 82620
"27238" 82650092 528.982 521.454 557.286 0.5271 1800 82620
"27239" 82650092 528.208 556.46 491.935 0.0986 1540 82620
"27240" 82650092 486.453 510.015 502.65 1.441 1540 82620
"27241" 82650092 520.19 571.924 557.881 1.0143 1540 82620
"27242" 82650092 422.013 505.641 529.784 0.4863 NA 82620
"27243" 82650092 486.981 502.749 452.792 0.3324 1540 82620
"27244" 82650092 606.639 520.474 610.795 0.7138 1540 82620
"27245" 82650092 546.748 681.911 638.317 1.0904 1540 82620
"27246" 82650092 612.82 535.242 608.14 1.1861 1400 82620
"27247" 82650092 489.866 544.903 584.611 1.0029 1320 82620
"27248" 82650092 477.004 586.527 574.684 0.634 1650 82620
"27249" 82650092 638.892 502.87 506.266 1.0412 1540 82620
"27250" 82650092 675.035 561.276 609.115 1.4652 1650 82620
"27251" 82650092 650.911 472.068 513.702 0.1266 1400 82620
"27252" 82650092 577.131 535.509 676.298 0.6789 1800 82620
"27253" 82650092 577.016 523.271 490.304 -0.2859 1680 82620
"27254" 82650092 503.928 537.076 564.045 0.9464 1800 82620
"27255" 82650092 491.676 592.604 564.46 1.1099 1680 82620
"27256" 82650092 534.79 593.812 523.716 0.941 1400 82620
"27257" 82650092 542.025 599.015 577.051 0.0617 NA 82620
"27258" 82650092 730.528 718.113 672.352 1.0022 1300 82620
"27259" 82650093 413.75 462.066 441.593 0.5568 1500 82620
"27260" 82650093 434.092 412.897 395.769 -0.8322 1600 82620
"27261" 82650093 484.635 466.562 344.881 -0.9914 NA 82620
"27262" 82650093 560.739 574.42 536.078 0.7596 1600 82620
"27263" 82650093 362.365 517.232 433.149 0.4133 1600 82620
"27264" 82650093 419.009 403.495 363.433 -0.6525 NA 82620
"27265" 82650093 548.381 486.315 448.664 0.1944 1900 82620
"27266" 82650093 458.291 404.307 363.117 -0.6098 1600 82620
"27267" 82650093 508.954 449.051 484.775 0.1989 1600 82620
"27268" 82650093 462.254 446.728 485.749 -0.6618 1600 82620
"27269" 82650093 586.867 624.705 511.471 0.9399 1600 82620
"27270" 82650093 448.588 376.061 307.352 0.3056 NA 82620
"27271" 82650093 508.4 568.578 543.689 0.4831 NA 82620
"27272" 82650093 446.071 531.472 429.901 NA NA 82620
"27273" 82650093 395.86 450.809 471.298 -1.0968 700 82620
"27274" 82650093 392.899 416.437 378.565 -0.6192 1170 82620
"27275" 82650093 427.258 511.649 475.935 0.8516 NA 82620
"27276" 82650093 365.852 421.221 410.31 -0.8104 NA 82620
"27277" 82650093 346.051 386.352 403.735 0.3024 1440 82620
"27278" 82650093 591.777 465.466 402.329 -0.3132 1600 82620
"27279" 82650093 439.139 446.785 464.929 0.794 NA 82620
"27280" 82650093 516.112 504.173 471.817 -1.1645 1800 82620
"27281" 82650093 408.215 477.17 407.287 -1.3827 1760 82620
"27282" 82650093 356.277 500.575 394.546 NA NA 82620
"27283" 82650093 395.459 445.365 416.641 -0.7177 2500 82620
"27284" 82650093 329.09 262.545 370.937 -1.0468 1600 82620
"27285" 82650093 517.958 466.864 456.319 0.3164 1600 82620
"27286" 82650093 508.243 564.81 485.982 -0.8636 1600 82620
"27287" 82650093 532.455 528.651 548.762 -0.3732 NA 82620
"27288" 82650093 417.437 371.929 480.624 0.7505 NA 82620
"27289" 82650093 480.553 495.014 558.484 -0.9876 1600 82620
"27290" 82650093 433.474 501.324 431.618 -1.3058 NA 82620
"27291" 82650093 444.962 367.248 329.81 0.9166 NA 82620
"27292" 82650094 409.265 468.746 418.049 -0.0204 NA 82620
"27293" 82650094 427.972 532.805 429.254 0.1698 NA 82620
"27294" 82650094 325.168 405.055 353.62 -0.8641 NA 82620
"27295" 82650094 414.143 475.979 420.152 -0.7024 NA 82620
"27296" 82650094 487.719 578.474 504.372 0.5216 NA 82620
"27297" 82650094 361.605 522.808 431.038 -1.944 NA 82620
"27298" 82650094 394.048 446.148 439.354 -0.5261 NA 82620
"27299" 82650094 492.968 381.223 439.229 -1.5925 1260 82620
"27300" 82650094 361.463 467.482 435.94 -0.9262 NA 82620
"27301" 82650094 378.55 445.567 392.382 -0.8221 3000 82620
"27302" 82650094 523.203 434.397 383.241 -0.5573 2800 82620
"27303" 82650094 325.134 434.209 383.782 -0.5108 NA 82620
"27304" 82650094 377.55 346.767 429.825 0.8512 NA 82620
"27305" 82650094 471.639 495.455 441.572 1.4675 1125 82620
"27306" 82650094 520.552 483.927 433.728 -1.047 NA 82620
"27307" 82650094 262.107 421.523 348.213 -0.1136 1400 82620
"27308" 82650094 377.32 419.573 313.414 0.1527 NA 82620
"27309" 82650094 400.548 422.194 481.997 -0.0991 NA 82620
"27310" 82650094 450.705 464.078 398.516 -0.4086 NA 82620
"27311" 82650094 479.346 354.335 497.256 -0.6233 NA 82620
"27312" 82650094 475.725 398.47 411.995 0.2787 NA 82620
"27313" 82650094 546.809 403.313 421.01 -0.5585 2555 82620
"27314" 82650094 497.144 453.387 339.487 -0.3755 NA 82620
"27315" 82650094 445.073 510.89 549.259 -0.4248 1400 82620
"27316" 82650094 636.913 567.338 629.468 1.4096 1470 82620
"27317" 82650094 468.907 534.077 570.186 0.4172 NA 82620
"27318" 82650094 643.109 621.365 657.858 0.8261 2520 82620
"27319" 82650094 392.622 482.262 433.107 0.2918 NA 82620
"27320" 82650095 629.675 576.393 453.873 -0.3912 1600 82620
"27321" 82650095 672.285 548.392 600.034 1.1166 1600 82620
"27322" 82650095 404.637 353.221 323.056 1.1426 NA 82620
"27323" 82650095 362.172 425.425 382.562 -0.041 1760 82620
"27324" 82650095 531.724 501.167 619.956 0.3082 1600 82620
"27325" 82650095 442.969 492.654 478.462 -1.4254 1750 82620
"27326" 82650095 525.263 501.837 435.073 0.7715 1500 82620
"27327" 82650095 617.221 630.52 652.581 -0.0789 1600 82620
"27328" 82650095 447.311 537.943 501.984 0.2389 1440 82620
"27329" 82650095 332.455 457.81 438.443 0.032 1600 82620
"27330" 82650095 524.098 544.1 507.664 0.3523 1600 82620
"27331" 82650095 365.446 404.502 436.335 -1.1995 1600 82620
"27332" 82650095 514.137 542.296 536.453 -1.4581 1600 82620
"27333" 82650095 509.578 606.004 564.743 -0.5581 1550 82620
"27334" 82650095 391.16 297.929 356.284 -0.2038 NA 82620
"27335" 82650095 728.049 603.524 575.242 0.8617 1870 82620
"27336" 82650095 416.007 472.802 527.651 -1.0787 1700 82620
"27337" 82650095 548.479 422.595 479.97 0.9896 NA 82620
"27338" 82650095 612.442 619.336 654.171 0.3014 1600 82620
"27339" 82650095 564.623 439.052 467.817 -0.0708 1350 82620
"27340" 82650095 604.376 633.379 555.869 1.0267 1600 82620
"27341" 82650095 498.123 485.842 464.033 -0.5021 2850 82620
"27342" 82650095 414.547 527.478 373.072 -1.0144 1600 82620
"27343" 82650095 493.536 530.615 496.934 0.7145 1600 82620
"27344" 82650096 275.654 426.554 388.094 0.3777 1450 82620
"27345" 82650096 502.507 498.085 473.419 -0.0409 1600 82620
"27346" 82650096 519.683 524.535 469.157 -0.0286 1600 82620
"27347" 82650096 554.728 531.055 571.946 0.7477 1600 82620
"27348" 82650096 465.117 330.881 416.124 -0.0563 1125 82620
"27349" 82650096 372.381 424.584 373.422 0.1362 3000 82620
"27350" 82650096 515.695 353.15 445.998 -0.5567 1600 82620
"27351" 82650096 510.062 423.321 418.797 NA NA 82620
"27352" 82650096 580.669 683.631 635.429 -0.9265 1600 82620
"27353" 82650096 448.062 409.09 358.8 -1.3129 1100 82620
"27354" 82650096 648.343 590.473 593.115 -0.3888 1700 82620
"27355" 82650096 411.022 432.033 452.374 -1.0173 NA 82620
"27356" 82650096 416.507 461.712 330.152 -0.399 1600 82620
"27357" 82650096 566.299 519.328 483.799 -0.0535 1600 82620
"27358" 82650096 282.58 285.821 339.466 -1.6459 NA 82620
"27359" 82650096 356.033 421.775 387.464 0.9801 NA 82620
"27360" 82650096 382.309 421.633 440.647 -0.0717 NA 82620
"27361" 82650096 462.771 486.88 502.303 NA NA 82620
"27362" 82650096 452.868 578.804 644.853 1.1329 1600 82620
"27363" 82650096 511.466 589.259 527.322 -0.1811 1600 82620
"27364" 82650096 399.028 395.844 425.087 0.4139 1950 82620
"27365" 82650096 404.609 464.671 385.7 -0.4731 NA 82620
"27366" 82650096 505.289 487.235 459.26 NA NA 82620
"27367" 82650096 582.572 571.615 525.346 -0.2003 1600 82620
"27368" 82650096 556.154 580.254 471.847 -0.7312 1600 82620
"27369" 82650096 522.887 637.276 595.508 NA 1900 82620
"27370" 82650096 618.115 651.397 677.676 -0.3991 1600 82620
"27371" 82650096 682.506 763.832 674.015 0.0457 1600 82620
"27372" 82650096 386.445 381.478 438.264 -0.9881 2000 82620
"27373" 82650096 592.608 543.274 521.209 -1.1995 1925 82620
"27374" 82650096 367.843 477.007 441.44 0.2541 1600 82620
"27375" 82650097 429.076 543.715 479.698 0.2686 1600 82620
"27376" 82650097 395.639 462.351 475.895 0.7259 1600 82620
"27377" 82650097 552.508 601.083 412.811 0.4684 1750 82620
"27378" 82650097 557.1 567.292 590.703 0.8817 1750 82620
"27379" 82650097 533.627 562.277 542.365 -0.0481 1650 82620
"27380" 82650097 411.906 422.626 447.756 0.1964 1440 82620
"27381" 82650097 565.58 621.041 581.265 1.2228 1600 82620
"27382" 82650097 492.433 505.924 510.27 0.7334 1280 82620
"27383" 82650097 524.796 354.83 459.38 0.325 1350 82620
"27384" 82650097 427.707 464.451 384.371 0.9929 NA 82620
"27385" 82650097 612.195 685.757 719.908 -0.4339 1600 82620
"27386" 82650097 431.998 366.695 404.34 -0.3871 1650 82620
"27387" 82650097 428.494 480.096 403.249 -0.6589 550 82620
"27388" 82650097 402.46 422.917 479.064 NA 1600 82620
"27389" 82650097 442.535 456.02 390.014 -0.6194 1600 82620
"27390" 82650097 584.446 570.441 602.78 0.1287 1600 82620
"27391" 82650097 457.774 558.052 489.977 0.7396 1750 82620
"27392" 82650097 309.554 257.693 351.543 -1.4903 NA 82620
"27393" 82650097 583.9 604.95 481.987 -0.0679 1600 82620
"27394" 82650097 568.736 634.807 649.578 -0.9094 1600 82620
"27395" 82650097 445.169 469.205 439.53 -0.543 1600 82620
"27396" 82650097 381.522 439.303 424.967 0.6436 1650 82620
"27397" 82650097 467.634 493.589 543.368 NA NA 82620
"27398" 82650097 346.613 413.681 393.454 0.3181 NA 82620
"27399" 82650097 581.426 560.78 550.222 -0.1248 1600 82620
"27400" 82650097 650.537 642.937 637.096 0.6265 1600 82620
"27401" 82650097 454.813 509.728 456.395 0.7269 1750 82620
"27402" 82650097 503.806 596.072 541.047 -0.4392 1600 82620
"27403" 82650097 706.855 668.239 654.515 -0.4449 1600 82620
"27404" 82650097 502.766 334.257 284.306 0.3579 NA 82620
"27405" 82650098 512.981 534.003 501.585 -0.7493 1600 82620
"27406" 82650098 465.781 423.599 430.918 -0.6552 1750 82620
"27407" 82650098 424.971 521.601 456.392 -1.7302 2035 82620
"27408" 82650098 524.08 503.156 452.436 -0.8348 1320 82620
"27409" 82650098 586.554 601.763 456.163 -0.2764 1650 82620
"27410" 82650098 447.558 554.361 423.124 -1.0123 1650 82620
"27411" 82650098 547.145 577.659 534.781 1.5558 1650 82620
"27412" 82650098 541.056 545.018 482.503 -1.3976 1650 82620
"27413" 82650098 533.196 448.661 493.976 0.024 1500 82620
"27414" 82650098 596.468 648.782 524.55 0.4287 1650 82620
"27415" 82650098 653.586 507.533 445.053 0.4571 2000 82620
"27416" 82650098 576.057 525.643 497.414 -0.4488 1850 82620
"27417" 82650098 552 551.05 538.142 -1.158 1815 82620
"27418" 82650098 376.388 450.796 458.591 -0.6863 2150 82620
"27419" 82650098 568.231 568.612 572.703 1.02 1650 82620
"27420" 82650098 444.937 568.363 498.558 0.4337 1800 82620
"27421" 82650098 508.56 527.005 502.14 -0.9671 1650 82620
"27422" 82650098 476.751 599.925 483.37 -0.3724 1650 82620
"27423" 82650098 496.423 455.626 583.713 -0.2086 2150 82620
"27424" 82650098 587.1 596.138 513.465 -0.922 NA 82620
"27425" 82650099 547.425 615.012 618.443 1.1205 1650 82620
"27426" 82650099 428.273 448.585 447.726 NA NA 82620
"27427" 82650099 597.283 586.34 663.657 1.3425 1650 82620
"27428" 82650099 320.633 416.917 341.25 0.5282 NA 82620
"27429" 82650099 552.18 530.679 497.378 -1.2229 1150 82620
"27430" 82650099 373.317 345.273 370.967 0.404 NA 82620
"27431" 82650099 545.826 572.986 541.469 1.6963 1400 82620
"27432" 82650099 483.304 512.201 436.228 0.3972 1250 82620
"27433" 82650099 552.351 549.473 567.857 1.1115 1650 82620
"27434" 82650099 338.424 362.891 396.772 -0.1577 2450 82620
"27435" 82650099 438.683 363.647 294.425 -0.2569 1600 82620
"27436" 82650099 377.748 452.208 485.947 1.9188 NA 82620
"27437" 82650099 542.625 652.479 549.708 NA 1250 82620
"27438" 82650099 447.704 629.128 564.965 0.4293 1500 82620
"27439" 82650099 346.359 355.549 342.856 NA 1250 82620
"27440" 82650099 522.331 562.306 516.038 1.0143 1650 82620
"27441" 82650099 680.577 623.965 625.114 1.5554 1400 82620
"27442" 82650099 461.62 444.027 504.035 0.7311 1650 82620
"27443" 82650099 469.729 550.163 468.387 0.7963 NA 82620
"27444" 82650099 506.252 591.893 574.408 1.3219 1650 82620
"27445" 82650099 569.939 456.058 538.431 NA NA 82620
"27446" 82650099 528.997 529.195 599.371 1.4097 1650 82620
"27447" 82650099 542.033 480.194 437.476 1.3898 1650 82620
"27448" 82650099 550.762 474.829 418.197 -1.1685 NA 82620
"27449" 82650099 691.978 676.311 627.969 0.9168 1650 82620
"27450" 82650099 379.794 355.874 338.382 -0.7064 NA 82620
"27451" 82650099 524.298 588.382 581.77 0.5635 1650 82620
"27452" 82650099 561.782 599.498 505.937 1.202 1650 82620
"27453" 82650099 379.302 364.49 417.486 -0.6681 1925 82620
"27454" 82650099 353.386 351.184 260.487 -0.3438 NA 82620
"27455" 82650099 420.736 294.723 259.693 -0.7153 NA 82620
"27456" 82650099 231.921 303.755 325.598 0.1755 1600 82620
"27457" 82650099 422.797 457.988 462.067 -0.743 1750 82620
"27458" 82650099 365.175 452.506 371.242 0.7423 1750 82620
"27459" 82650100 506.25 488.735 447.922 0.0527 1500 82620
"27460" 82650100 482.337 525.505 437.645 0.5541 1500 82620
"27461" 82650100 582.888 616.32 652.55 0.0787 2250 82620
"27462" 82650100 412.487 483.151 501.326 1.6078 1500 82620
"27463" 82650100 441.584 516.967 552.713 -0.2762 1500 82620
"27464" 82650100 477.346 516.609 530.746 0.2816 1500 82620
"27465" 82650100 650.799 545.366 549.387 0.4086 1500 82620
"27466" 82650100 661.556 491.172 469.801 1.1051 1350 82620
"27467" 82650100 331.344 459.84 417.908 -1.0626 1500 82620
"27468" 82650100 281.669 396.193 357.688 -1.0335 1350 82620
"27469" 82650100 565.977 463.814 413.127 0.8078 1500 82620
"27470" 82650100 582.492 566.604 528.225 0.4991 1500 82620
"27471" 82650100 508.505 567.703 523.456 -0.5533 1800 82620
"27472" 82650100 509.873 525.223 575.698 -0.7465 1500 82620
"27473" 82650100 423.116 490.788 476.54 1.2499 NA 82620
"27474" 82650100 411.627 426.7 461.843 -0.569 1500 82620
"27475" 82650100 619.969 633.159 542.417 1.3009 1500 82620
"27476" 82650100 343.33 383.907 401.161 0.0205 NA 82620
"27477" 82650100 421.397 410.722 429.837 NA NA 82620
"27478" 82650100 566.745 597.338 629.568 0.1936 1500 82620
"27479" 82650100 545.075 503.17 539.322 0.2047 1500 82620
"27480" 82650100 599.245 717.185 583.237 1.0306 1250 82620
"27481" 82650100 373.068 383.77 366.646 0.5254 NA 82620
"27482" 82650100 805.477 716.049 651.455 1.2806 1500 82620
"27483" 82650100 598.282 637.274 571.581 0.4809 1500 82620
"27484" 82650100 419.668 496.636 401.004 1.0668 1750 82620
"27485" 82650100 599.389 552.481 512.879 0.4671 1500 82620
"27486" 82650100 541.39 602.941 477.902 0.5804 1350 82620
"27487" 82650100 433.347 384.862 312.796 -0.3743 1500 82620
"27488" 82650100 480.92 553.686 576.189 -0.2596 1500 82620
"27489" 82650100 535.77 581.776 574.599 0.8539 1500 82620
"27490" 82650100 570.453 581.255 593.072 0.3238 1500 82620
"27491" 82650100 516.943 514.299 564.023 0.6488 1350 82620
"27492" 82650101 341.7 489.956 446.916 -0.9627 1200 82620
"27493" 82650101 439.7 437.063 389.873 -0.7152 NA 82620
"27494" 82650101 469.606 450.91 470.706 0.091 1430 82620
"27495" 82650101 494.316 450.84 387.126 -0.1745 1760 82620
"27496" 82650101 605.571 651.217 610.9 -2.0197 NA 82620
"27497" 82650101 666.496 670.848 626.442 1.0949 1600 82620
"27498" 82650101 589.766 590.691 441.229 0.717 1600 82620
"27499" 82650101 510.371 334.428 341.378 0.9642 2420 82620
"27500" 82650101 498.116 531.942 449.919 0.8316 1750 82620
"27501" 82650101 407.289 483.905 411.876 0.7532 NA 82620
"27502" 82650101 511.859 537.02 499.194 0.5203 1600 82620
"27503" 82650101 610.113 515.327 508.013 0.3517 2000 82620
"27504" 82650101 332.592 260.962 242.103 0.0705 NA 82620
"27505" 82650101 688.033 656.877 681.858 0.8787 1440 82620
"27506" 82650101 436.334 450.253 417.224 0.0093 1900 82620
"27507" 82650101 501.198 532.585 526.035 -0.814 1395 82620
"27508" 82650101 518.484 463.851 525.434 NA 1760 82620
"27509" 82650101 305.424 349.971 294.966 -0.1564 NA 82620
"27510" 82650101 476.985 506.117 451.739 0.5986 NA 82620
"27511" 82650101 383.915 361.558 375.66 0.1446 NA 82620
"27512" 82650101 451.844 469.781 468.107 -0.5899 1440 82620
"27513" 82650101 453.275 494.134 448.649 0.1116 1600 82620
"27514" 82650101 562.194 578.95 521.532 -0.7575 1600 82620
"27515" 82650101 472.694 439.277 510.586 -0.264 1760 82620
"27516" 82650101 426.097 423.12 389.852 0.4706 2500 82620
"27517" 82650101 202.098 339.897 258.051 0.762 1600 82620
"27518" 82650101 524.934 437.337 492.531 -0.5934 1925 82620
"27519" 82650102 596.945 617.341 511.783 -0.1911 1600 82620
"27520" 82650102 534.79 578.04 493.208 -0.6105 1600 82620
"27521" 82650102 445.892 412.219 380.116 1.1787 2500 82620
"27522" 82650102 392.775 466.197 436.397 0.2924 2090 82620
"27523" 82650102 428.151 447.262 340.988 0.8172 NA 82620
"27524" 82650102 629.467 579.427 572.68 -0.1058 1500 82620
"27525" 82650102 606.265 430.762 417.84 0.2113 1600 82620
"27526" 82650102 396.116 445.025 481.807 -1.8036 1600 82620
"27527" 82650102 471.561 632.185 572.416 -0.1576 2000 82620
"27528" 82650102 609.066 668.162 579.106 -0.1864 1600 82620
"27529" 82650102 607.458 585.733 578.816 -0.6558 1600 82620
"27530" 82650102 528.411 563.344 510.548 0.3272 1600 82620
"27531" 82650102 522.574 477.43 368.822 -0.6885 1600 82620
"27532" 82650102 556.419 557.443 580.231 0.6571 1600 82620
"27533" 82650102 489.759 422.944 346.936 -0.1953 1750 82620
"27534" 82650102 570.559 510.092 408.749 0.0329 1750 82620
"27535" 82650102 423.056 450.738 375.119 0.5512 1000 82620
"27536" 82650102 480.192 426.772 502.053 -0.3433 NA 82620
"27537" 82650102 496.073 539.263 468.742 -0.6828 1800 82620
"27538" 82650102 470.939 416.624 482.351 0.751 1600 82620
"27539" 82650102 489.282 538.455 497.138 0.7249 1600 82620
"27540" 82650103 524.168 549.511 499.767 -0.1129 1350 82620
"27541" 82650103 450.995 343.375 414.754 0.4948 1560 82620
"27542" 82650103 553.129 432.07 364.475 0.9118 1900 82620
"27543" 82650103 567.764 527.94 484.451 -0.0864 1100 82620
"27544" 82650103 533.647 507.468 484.182 0.5036 1600 82620
"27545" 82650103 517.08 592.34 434.545 0.5067 1600 82620
"27546" 82650103 522.942 561.912 551.977 0.1898 1600 82620
"27547" 82650103 404.285 448.036 498.269 1.6823 2600 82620
"27548" 82650103 558.595 525.007 536.137 0.9087 2090 82620
"27549" 82650103 284.023 366.991 335.114 -0.3076 NA 82620
"27550" 82650103 572.294 645.076 541.898 0.9222 1530 82620
"27551" 82650103 451.896 445.725 333.19 0.4223 1575 82620
"27552" 82650103 529.975 472.834 512.607 -0.4581 1600 82620
"27553" 82650103 215.349 397.668 379.957 -0.7553 990 82620
"27554" 82650103 539.181 540.331 526.008 1.2787 1650 82620
"27555" 82650103 687.058 607.985 626.75 1.0862 1600 82620
"27556" 82650103 539.804 534.092 461.684 0.5246 1600 82620
"27557" 82650103 428.644 510.405 502.291 0.6399 1600 82620
"27558" 82650103 506.013 462.15 420.641 0.489 1600 82620
"27559" 82650103 517.421 472.846 473.33 1.0631 1600 82620
"27560" 82650103 362.177 493.893 395.388 0.1399 1650 82620
"27561" 82650103 520.301 532.634 457.696 0.6371 1600 82620
"27562" 82650103 456.681 385.454 432.789 -0.1411 NA 82620
"27563" 82650103 497.065 569.392 518.574 2.1393 1440 82620
"27564" 82650103 536.125 561.772 568.958 0.6199 1600 82620
"27565" 82650103 537.1 444.48 462.929 -0.3153 1750 82620
"27566" 82650103 458.774 439.331 498.317 -0.7446 1750 82620
"27567" 82650103 629.214 670.599 552.717 0.7343 1600 82620
"27568" 82650103 584.011 548.719 521.211 0.9678 1600 82620
"27569" 82650103 651.445 528.401 392.952 -0.1049 2100 82620
"27570" 82650103 601.526 557.231 579.081 1.6447 1440 82620
"27571" 82650104 473.7 467.454 422.265 -0.776 1650 82620
"27572" 82650104 477.448 488.693 430.004 1.0045 1600 82620
"27573" 82650104 342.852 214.013 217.921 0.7037 NA 82620
"27574" 82650104 429.454 438.841 442 0.5065 1600 82620
"27575" 82650104 558.661 616.088 548.523 1.4753 1650 82620
"27576" 82650104 576.911 636.696 598.139 1.2468 1650 82620
"27577" 82650104 385.19 354.289 259.42 NA 1750 82620
"27578" 82650104 510.386 531.572 545.072 0.1711 NA 82620
"27579" 82650104 543.156 642.141 548.645 1.1201 NA 82620
"27580" 82650104 407.832 333.029 366.525 0.5964 NA 82620
"27581" 82650104 443.37 227.732 264.624 -1.7454 NA 82620
"27582" 82650104 546.673 541.254 605.894 0.5302 1650 82620
"27583" 82650104 767.77 558.79 564.073 1.102 1650 82620
"27584" 82650104 434.823 459.707 313.863 -0.7825 2050 82620
"27585" 82650104 481.3 548.008 493.254 -0.8605 1350 82620
"27586" 82650104 302.373 414.85 386.558 -0.0211 1500 82620
"27587" 82650104 626.811 543.252 603.757 -0.099 1700 82620
"27588" 82650104 319.484 438.337 416.657 1.6852 1250 82620
"27589" 82650104 443.281 446.109 450.261 0.2651 NA 82620
"27590" 82650104 647.283 650.552 710.97 1.3971 1650 82620
"27591" 82650104 226.385 411.403 351.003 -0.5007 NA 82620
"27592" 82650104 416.969 477.926 430.239 -0.7589 1350 82620
"27593" 82650104 530.815 639.243 554.208 0.8564 1300 82620
"27594" 82650104 643.203 624.911 662.966 1.3707 1250 82620
"27595" 82650104 664.95 724.354 686.658 1.1797 1750 82620
"27596" 82650104 471.702 548.531 642.866 1.0166 1650 82620
"27597" 82650104 475.273 548.468 510.111 1.3418 1650 82620
"27598" 82650104 523.521 672.809 538.286 0.9872 1350 82620
"27599" 82650104 453.132 349.843 421.324 -0.8506 1650 82620
"27600" 82650104 579.32 593.264 612.1 1.8974 1500 82620
"27601" 82650104 460.285 400.638 593.089 2.2274 1300 82620
"27602" 82650105 517.03 441.035 359.371 -1.5453 1665 82620
"27603" 82650105 490.928 521.109 525.09 -0.6795 2025 82620
"27604" 82650105 425.404 352.001 387.352 0.087 1755 82620
"27605" 82650105 409.736 413.024 511.217 1.0645 1800 82620
"27606" 82650105 422.355 338.319 341.218 NA 1800 82620
"27607" 82650105 275.426 290.668 350.408 -0.9769 900 82620
"27608" 82650105 581.257 614.194 591.693 1.7041 1575 82620
"27609" 82650105 524.028 535.712 433.294 0.9531 1575 82620
"27610" 82650105 478.644 456.814 474.117 0.8905 NA 82620
"27611" 82650105 407.267 339.904 355.616 0.8378 1350 82620
"27612" 82650105 565.118 638.713 743.545 1.1289 1755 82620
"27613" 82650105 496.46 512.865 523.947 1.3707 1845 82620
"27614" 82650105 603.685 627.228 623.169 1.2793 1800 82620
"27615" 82650105 567.705 447.754 470.935 0.4639 NA 82620
"27616" 82650105 621.28 554.316 524.76 0.0415 1800 82620
"27617" 82650105 569.089 618.736 737.681 0.4065 1575 82620
"27618" 82650105 416.213 424.954 497.892 -0.0873 NA 82620
"27619" 82650105 580.325 639.786 597.107 -0.2657 1800 82620
"27620" 82650105 374.519 367.039 356.983 -0.687 NA 82620
"27621" 82650105 551.21 670.299 584.767 0.9806 NA 82620
"27622" 82650105 499.91 548.914 413.455 0.2774 1800 82620
"27623" 82650105 371.837 295.994 401.103 0.9079 NA 82620
"27624" 82650106 472.408 509.392 494.656 -0.5985 1620 82620
"27625" 82650106 458.399 491.14 497.532 -0.1181 NA 82620
"27626" 82650106 473.494 555.553 504.737 -1.0525 1620 82620
"27627" 82650106 523.263 531.316 385.053 NA 1680 82620
"27628" 82650106 449.549 463.236 404.842 -0.6337 1650 82620
"27629" 82650106 471.399 440.509 396.25 -0.5598 NA 82620
